OrderID,Date,DayOfWeek,Time,Category,Line item name,Quantity,Price Per Item,Gross Sales,Est. Cost,Est. Profit,OrderType,Payment,Cancelled
RES_ORD_3043.0,05/10/2023,Thursday,18:04,MAIN COURSES,Jolof with Curry Goat,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_3042.0,05/10/2023,Thursday,16:21,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3047.0,05/10/2023,Thursday,18:52,EXTRAS,Boiled Rice,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_3046.0,05/10/2023,Thursday,18:51,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Collection,Card,No
RES_ORD_3043.0,05/10/2023,Thursday,18:04,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3042.0,05/10/2023,Thursday,16:21,EXTRAS,Moi Moi - Beans Pudding,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3047.0,05/10/2023,Thursday,18:52,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_3046.0,05/10/2023,Thursday,18:51,SOUPS,Efo Riro,3,9.33,28,9.8,18.2,Collection,Card,No
RES_ORD_3043.0,05/10/2023,Thursday,18:04,SOUPS,Egusi (Melon Soup),3,8.33,25,8.75,16.25,Delivery,Card,No
RES_ORD_3042.0,05/10/2023,Thursday,16:21,SOUPS,Okro,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3056.0,06/10/2023,Friday,19:42,EXTRAS,Ayamase Sauce,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3054.0,06/10/2023,Friday,18:58,EXTRAS,Chicken Stew,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3052.0,06/10/2023,Friday,16:10,EXTRAS,Fried Fish,3,2.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3056.0,06/10/2023,Friday,19:42,EXTRAS,Moi Moi - Beans Pudding,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_3054.0,06/10/2023,Friday,18:58,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_3052.0,06/10/2023,Friday,16:10,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3056.0,06/10/2023,Friday,19:42,SOUPS,Ogbono,2,8.75,17.5,6.12,11.38,Delivery,Card,No
RES_ORD_3060.0,07/10/2023,Saturday,16:13,EXTRAS,Ayamase Sauce,3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_3063.0,07/10/2023,Saturday,17:21,EXTRAS,Fried Fish,10,2.5,25,8.75,16.25,Collection,Card,No
RES_ORD_3060.0,07/10/2023,Saturday,16:13,EXTRAS,Fried Plantain - Dodo,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3063.0,07/10/2023,Saturday,17:21,EXTRAS,Plain Jolof,5,4.5,22.5,7.87,14.63,Collection,Card,No
RES_ORD_3065.0,09/10/2023,Monday,16:52,EXTRAS,Assorted Meat Stew,2,8,16,5.6,10.4,Collection,Card,No
RES_ORD_3064.0,09/10/2023,Monday,16:33,EXTRAS,Moi Moi - Beans Pudding,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3065.0,09/10/2023,Monday,16:52,EXTRAS,Plain Fried Rice,3,5,15,5.25,9.75,Collection,Card,No
RES_ORD_3064.0,09/10/2023,Monday,16:33,EXTRAS,Plain Jolof,2,4.5,9,3.15,5.85,Delivery,Card,No
RES_ORD_3065.0,09/10/2023,Monday,16:52,EXTRAS,Stewed Fried Fish,2,8.5,17,5.95,11.05,Collection,Card,No
RES_ORD_3064.0,09/10/2023,Monday,16:33,SOUPS,Efo Riro,4,7.5,30,10.5,19.5,Delivery,Card,No
RES_ORD_3065.0,09/10/2023,Monday,16:52,SOUPS,Ogbono,2,7.75,15.5,5.42,10.08,Collection,Card,No
RES_ORD_3071.0,11/10/2023,Wednesday,16:27,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3070.0,11/10/2023,Wednesday,16:26,APETISERS,Plantain Chips,4,1,4,1.4,2.6,Delivery,Card,No
RES_ORD_3073.0,11/10/2023,Wednesday,18:30,MAIN COURSES,Fried Rice,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3072.0,11/10/2023,Wednesday,18:17,MAIN COURSES,Jolof with Chicken,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3071.0,11/10/2023,Wednesday,16:27,EXTRAS,Assorted Meat,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3070.0,11/10/2023,Wednesday,16:26,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_3073.0,11/10/2023,Wednesday,18:30,EXTRAS,Fried Plantain - Dodo,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3072.0,11/10/2023,Wednesday,18:17,EXTRAS,Pounded Yam,3,3.5,10.5,3.67,6.83,Delivery,Card,No
RES_ORD_3071.0,11/10/2023,Wednesday,16:27,DRINKS,African Fanta,2,3,6,2.1,3.9,Delivery,Card,No
RES_ORD_3070.0,11/10/2023,Wednesday,16:26,DRINKS,Maltina,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3073.0,11/10/2023,Wednesday,18:30,DRINKS,Palm Wine,1,4,4,1.4,2.6,Delivery,Card,No
RES_ORD_3072.0,11/10/2023,Wednesday,18:17,SOUPS,Egusi (Melon Soup),3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_3077.0,13/10/2023,Friday,18:51,APETISERS,Beef Suya,1,6.5,6.5,2.27,4.23,Delivery,Card,No
RES_ORD_3078.0,13/10/2023,Friday,19:09,APETISERS,Patty,2,2,4,1.4,2.6,Collection,Card,No
RES_ORD_3077.0,13/10/2023,Friday,18:51,MAIN COURSES,Fried Rice,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3078.0,13/10/2023,Friday,19:09,MAIN COURSES,Jolof with Fish,1,9,9,3.15,5.85,Collection,Card,No
RES_ORD_3077.0,13/10/2023,Friday,18:51,EXTRAS,Ayamase Sauce,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3078.0,13/10/2023,Friday,19:09,EXTRAS,Beef Stew,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_3077.0,13/10/2023,Friday,18:51,EXTRAS,Moi Moi - Beans Pudding,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3078.0,13/10/2023,Friday,19:09,EXTRAS,Plain Jolof,7,4.5,31.5,11.02,20.48,Collection,Card,No
RES_ORD_3077.0,13/10/2023,Friday,18:51,SOUPS,Okro,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3082.0,14/10/2023,Saturday,17:11,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3082.0,14/10/2023,Saturday,17:11,SOUPS,Egusi (Melon Soup),1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_3085.0,16/10/2023,Monday,20:10,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3084.0,16/10/2023,Monday,17:35,APETISERS,Chicken Suya,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3085.0,16/10/2023,Monday,20:10,EXTRAS,Assorted Meat,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_3084.0,16/10/2023,Monday,17:35,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_3085.0,16/10/2023,Monday,20:10,EXTRAS,Moi Moi - Beans Pudding,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3084.0,16/10/2023,Monday,17:35,SOUPS,Efo Riro,5,7.5,37.5,13.12,24.38,Delivery,Card,No
RES_ORD_3087.0,17/10/2023,Tuesday,19:36,EXTRAS,Ayamase Sauce,2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_3087.0,17/10/2023,Tuesday,19:36,EXTRAS,Boiled Rice,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3087.0,17/10/2023,Tuesday,19:36,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_3087.0,17/10/2023,Tuesday,19:36,SOUPS,Ogbono,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3088.0,19/10/2023,Thursday,19:58,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Collection,Card,No
RES_ORD_3088.0,19/10/2023,Thursday,19:58,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_3091.0,20/10/2023,Friday,18:53,EXTRAS,Plain Jolof,5,4.5,22.5,7.87,14.63,Delivery,Card,No
RES_ORD_3094.0,21/10/2023,Saturday,17:26,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_3095.0,21/10/2023,Saturday,18:18,EXTRAS,Ayamase Sauce,3,7,21,7.35,13.65,Collection,Card,No
RES_ORD_3094.0,21/10/2023,Saturday,17:26,EXTRAS,Beef Stew,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_3095.0,21/10/2023,Saturday,18:18,EXTRAS,Fried Fish,10,2.5,25,8.75,16.25,Collection,Card,No
RES_ORD_3094.0,21/10/2023,Saturday,17:26,EXTRAS,Plain Jolof,3,4.5,13.5,4.72,8.78,Collection,Card,No
RES_ORD_3095.0,21/10/2023,Saturday,18:18,EXTRAS,Stewed Fried Fish,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_3094.0,21/10/2023,Saturday,17:26,Restaurant DEALS,Fried Rice (Sharing Pack Plain),1,24,24,8.4,15.6,Collection,Card,No
RES_ORD_3098.0,23/10/2023,Monday,18:29,APETISERS,Patty,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_3098.0,23/10/2023,Monday,18:29,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Collection,Card,No
RES_ORD_3101.0,24/10/2023,Tuesday,17:49,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3101.0,24/10/2023,Tuesday,17:49,EXTRAS,Assorted Meat,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_3101.0,24/10/2023,Tuesday,17:49,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3101.0,24/10/2023,Tuesday,17:49,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3101.0,24/10/2023,Tuesday,17:49,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3102.0,25/10/2023,Wednesday,17:28,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_3104.0,25/10/2023,Wednesday,20:32,MAIN COURSES,Jolof with Chicken,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3103.0,25/10/2023,Wednesday,18:48,MAIN COURSES,Jolof with Curry Goat,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_3102.0,25/10/2023,Wednesday,17:28,EXTRAS,Coleslaw,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_3104.0,25/10/2023,Wednesday,20:32,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3103.0,25/10/2023,Wednesday,18:48,DRINKS,African Fanta,2,3,6,2.1,3.9,Delivery,Card,No
RES_ORD_3102.0,25/10/2023,Wednesday,17:28,DRINKS,Maltina,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_3104.0,25/10/2023,Wednesday,20:32,SOUPS,Efo Riro,3,9.33,28,9.8,18.2,Delivery,Card,No
RES_ORD_3103.0,25/10/2023,Wednesday,18:48,SOUPS,Egusi (Melon Soup),4,8.75,35,12.25,22.75,Delivery,Card,No
RES_ORD_3102.0,25/10/2023,Wednesday,17:28,SOUPS,Ogbono,1,9,9,3.15,5.85,Collection,Card,No
RES_ORD_3104.0,25/10/2023,Wednesday,20:32,SOUPS,Okro,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3115.0,27/10/2023,Friday,18:46,MAIN COURSES,Fried Rice,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3114.0,27/10/2023,Friday,18:32,MAIN COURSES,Jolof,1,0,0,0,0,Delivery,Card,No
RES_ORD_3113.0,27/10/2023,Friday,17:56,MAIN COURSES,Jolof with Beef,1,7,7,2.45,4.55,Collection,Card,No
RES_ORD_3112.0,27/10/2023,Friday,16:40,MAIN COURSES,Jolof with Chicken,3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_3115.0,27/10/2023,Friday,18:46,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3114.0,27/10/2023,Friday,18:32,EXTRAS,Plain Fried Rice,5,5,25,8.75,16.25,Delivery,Card,No
RES_ORD_3113.0,27/10/2023,Friday,17:56,EXTRAS,Plain Jolof,2,4.5,9,3.15,5.85,Collection,Card,No
RES_ORD_3112.0,27/10/2023,Friday,16:40,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3115.0,27/10/2023,Friday,18:46,EXTRAS,Semolina (Maize Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3114.0,27/10/2023,Friday,18:32,DRINKS,African Fanta,1,3,3,1.05,1.95,Delivery,Card,No
RES_ORD_3113.0,27/10/2023,Friday,17:56,SOUPS,Egusi (Melon Soup),1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_3112.0,27/10/2023,Friday,16:40,SOUPS,Okro,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3117.0,28/10/2023,Saturday,19:32,MAIN COURSES,Jolof with Beef,3,7,21,7.35,13.65,Collection,Card,No
RES_ORD_3117.0,28/10/2023,Saturday,19:32,EXTRAS,Fried Plantain - Dodo,3,2,6,2.1,3.9,Collection,Card,No
RES_ORD_3117.0,28/10/2023,Saturday,19:32,DRINKS,African Fanta,1,3,3,1.05,1.95,Collection,Card,No
RES_ORD_3117.0,28/10/2023,Saturday,19:32,DRINKS,Malta Guinness,2,2,4,1.4,2.6,Collection,Card,No
RES_ORD_3123.0,30/10/2023,Monday,18:25,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3122.0,30/10/2023,Monday,17:53,APETISERS,Beef Suya,1,6.5,6.5,2.27,4.23,Delivery,Card,No
RES_ORD_3127.0,30/10/2023,Monday,19:50,APETISERS,Plantain Chips,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_3126.0,30/10/2023,Monday,19:11,MAIN COURSES,Fried Rice,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3123.0,30/10/2023,Monday,18:25,MAIN COURSES,Jolof with Chicken,3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_3122.0,30/10/2023,Monday,17:53,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3127.0,30/10/2023,Monday,19:50,EXTRAS,Fried Fish,2,2.5,5,1.75,3.25,Collection,Card,No
RES_ORD_3126.0,30/10/2023,Monday,19:11,EXTRAS,Fried Plantain - Dodo,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3123.0,30/10/2023,Monday,18:25,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_3122.0,30/10/2023,Monday,17:53,SOUPS,Egusi (Melon Soup),2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_3128.0,31/10/2023,Tuesday,16:43,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3129.0,31/10/2023,Tuesday,18:15,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_3128.0,31/10/2023,Tuesday,16:43,EXTRAS,Plain Fried Rice,3,5,15,5.25,9.75,Delivery,Card,No
RES_ORD_3129.0,31/10/2023,Tuesday,18:15,EXTRAS,Plain Jolof,3,4.5,13.5,4.72,8.78,Collection,Card,No
RES_ORD_3128.0,31/10/2023,Tuesday,16:43,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3129.0,31/10/2023,Tuesday,18:15,EXTRAS,Stewed Fried Fish,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_3128.0,31/10/2023,Tuesday,16:43,SOUPS,Efo Riro,3,8,24,8.4,15.6,Delivery,Card,No
RES_ORD_3130.0,01/11/2023,Wednesday,17:55,APETISERS,Plantain Chips,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_3130.0,01/11/2023,Wednesday,17:55,MAIN COURSES,Jolof with Beef,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3130.0,01/11/2023,Wednesday,17:55,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3130.0,01/11/2023,Wednesday,17:55,Restaurant DEALS,Jolof Sharing Pack (Plain),1,21.5,21.5,7.52,13.98,Delivery,Card,No
RES_ORD_3138.0,02/11/2023,Thursday,18:16,APETISERS,Patty,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_3137.0,02/11/2023,Thursday,17:43,MAIN COURSES,Fried Rice,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3134.0,02/11/2023,Thursday,16:39,MAIN COURSES,Jolof with Chicken,2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_3135.0,02/11/2023,Thursday,16:36,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3133.0,02/11/2023,Thursday,16:27,EXTRAS,Assorted Meat,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3138.0,02/11/2023,Thursday,18:16,EXTRAS,Extra Stew,4,2,8,2.8,5.2,Delivery,Card,No
RES_ORD_3137.0,02/11/2023,Thursday,17:43,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3134.0,02/11/2023,Thursday,16:39,EXTRAS,Moi Moi - Beans Pudding,5,2,10,3.5,6.5,Delivery,Card,No
RES_ORD_3135.0,02/11/2023,Thursday,16:36,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3133.0,02/11/2023,Thursday,16:27,DRINKS,African Fanta,1,3,3,1.05,1.95,Delivery,Card,No
RES_ORD_3138.0,02/11/2023,Thursday,18:16,DRINKS,Palm Wine,1,4,4,1.4,2.6,Delivery,Card,No
RES_ORD_3137.0,02/11/2023,Thursday,17:43,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3134.0,02/11/2023,Thursday,16:39,SOUPS,Egusi (Melon Soup),1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3135.0,02/11/2023,Thursday,16:36,SOUPS,Ewedu & Gbegiri (NEW),1,12,12,4.2,7.8,Delivery,Card,No
RES_ORD_3133.0,02/11/2023,Thursday,16:27,SOUPS,Okro,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3142.0,04/11/2023,Saturday,16:25,APETISERS,Beef Suya,1,6.5,6.5,2.27,4.23,Collection,Card,No
RES_ORD_3141.0,04/11/2023,Saturday,16:08,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_3145.0,04/11/2023,Saturday,17:48,MAIN COURSES,Jolof with Curry Goat,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_3140.0,04/11/2023,Saturday,16:28,EXTRAS,Ayamase Sauce,3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_3142.0,04/11/2023,Saturday,16:25,EXTRAS,Fried Plantain - Dodo,3,2,6,2.1,3.9,Collection,Card,No
RES_ORD_3141.0,04/11/2023,Saturday,16:08,EXTRAS,Plain Fried Rice,3,5,15,5.25,9.75,Delivery,Card,No
RES_ORD_3145.0,04/11/2023,Saturday,17:48,EXTRAS,Plain Jolof,3,4.5,13.5,4.72,8.78,Delivery,Card,No
RES_ORD_3140.0,04/11/2023,Saturday,16:28,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3142.0,04/11/2023,Saturday,16:25,EXTRAS,Stewed Fried Fish,2,8.5,17,5.95,11.05,Collection,Card,No
RES_ORD_3141.0,04/11/2023,Saturday,16:08,DRINKS,African Fanta,1,3,3,1.05,1.95,Delivery,Card,No
RES_ORD_3145.0,04/11/2023,Saturday,17:48,DRINKS,Maltina,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3140.0,04/11/2023,Saturday,16:28,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3149.0,07/11/2023,Tuesday,16:07,APETISERS,Assorted Meat Pepper Soup,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_3151.0,07/11/2023,Tuesday,20:14,MAIN COURSES,Jolof with Curry Goat,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_3149.0,07/11/2023,Tuesday,16:07,EXTRAS,Moi Moi - Beans Pudding,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3151.0,07/11/2023,Tuesday,20:14,DRINKS,Bottle Water,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_3149.0,07/11/2023,Tuesday,16:07,DRINKS,Maltina,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3153.0,09/11/2023,Thursday,17:19,APETISERS,Buns,1,5,5,1.75,3.25,Collection,Card,No
RES_ORD_3153.0,09/11/2023,Thursday,17:19,MAIN COURSES,Jolof with Curry Goat,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_3158.0,10/11/2023,Friday,18:14,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_3157.0,10/11/2023,Friday,16:24,MAIN COURSES,Jolof with Beef,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3156.0,10/11/2023,Friday,16:14,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3158.0,10/11/2023,Friday,18:14,EXTRAS,Ayamase Sauce,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3157.0,10/11/2023,Friday,16:24,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3156.0,10/11/2023,Friday,16:14,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3158.0,10/11/2023,Friday,18:14,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3157.0,10/11/2023,Friday,16:24,SOUPS,Egusi (Melon Soup),2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_3160.0,11/11/2023,Saturday,17:19,APETISERS,Beef Suya,1,6.5,6.5,2.27,4.23,Collection,Card,No
RES_ORD_3163.0,11/11/2023,Saturday,19:01,EXTRAS,Assorted Meat,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_3161.0,11/11/2023,Saturday,18:21,EXTRAS,Ayamase Sauce,3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_3160.0,11/11/2023,Saturday,17:19,EXTRAS,Beef Stew,2,8,16,5.6,10.4,Collection,Card,No
RES_ORD_3163.0,11/11/2023,Saturday,19:01,EXTRAS,Fried Fish,11,2.5,27.5,9.62,17.88,Delivery,Card,No
RES_ORD_3161.0,11/11/2023,Saturday,18:21,EXTRAS,Moi Moi - Beans Pudding,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_3160.0,11/11/2023,Saturday,17:19,EXTRAS,Plain Jolof,5,4.5,22.5,7.87,14.63,Collection,Card,No
RES_ORD_3163.0,11/11/2023,Saturday,19:01,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3165.0,13/11/2023,Monday,16:54,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_3165.0,13/11/2023,Monday,16:54,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_3165.0,13/11/2023,Monday,16:54,EXTRAS,Fried Fish,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_3169.0,15/11/2023,Wednesday,18:11,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_3167.0,15/11/2023,Wednesday,17:09,MAIN COURSES,Jolof with Beef,4,7,28,9.8,18.2,Collection,Card,No
RES_ORD_3169.0,15/11/2023,Wednesday,18:11,MAIN COURSES,Jolof with Fish,4,9,36,12.6,23.4,Delivery,Card,No
RES_ORD_3167.0,15/11/2023,Wednesday,17:09,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Collection,Card,No
RES_ORD_3169.0,15/11/2023,Wednesday,18:11,EXTRAS,Semolina (Maize Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3167.0,15/11/2023,Wednesday,17:09,SOUPS,Egusi (Melon Soup),1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_3169.0,15/11/2023,Wednesday,18:11,SOUPS,Ogbono,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_3171.0,16/11/2023,Thursday,16:12,APETISERS,Chicken Suya,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3171.0,16/11/2023,Thursday,16:12,EXTRAS,Assorted Meat,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_3171.0,16/11/2023,Thursday,16:12,EXTRAS,Beef Stew,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_3171.0,16/11/2023,Thursday,16:12,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3171.0,16/11/2023,Thursday,16:12,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_3181.0,17/11/2023,Friday,18:40,APETISERS,Beef Suya,1,6.5,6.5,2.27,4.23,Delivery,Card,No
RES_ORD_3180.0,17/11/2023,Friday,18:36,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_3179.0,17/11/2023,Friday,17:41,APETISERS,Chicken Suya,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_3178.0,17/11/2023,Friday,16:21,APETISERS,Patty,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_3181.0,17/11/2023,Friday,18:40,MAIN COURSES,Fried Rice,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_3180.0,17/11/2023,Friday,18:36,MAIN COURSES,Jolof with Chicken,2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_3179.0,17/11/2023,Friday,17:41,EXTRAS,Assorted Meat Stew,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_3178.0,17/11/2023,Friday,16:21,EXTRAS,Ayamase Sauce,4,7,28,9.8,18.2,Delivery,Card,No
RES_ORD_3181.0,17/11/2023,Friday,18:40,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_3180.0,17/11/2023,Friday,18:36,EXTRAS,Fried Fish,2,2.5,5,1.75,3.25,Delivery,Card,No
