Order Date,Product,Category,Region,Quantity,Unit Price,Revenue,Cost
2025-02-07,Coffee Mug,Home & Kitchen,Central,5,25.01,125.05,77.3
2025-02-07,Sticky Notes,Stationery,Central,1,4.15,4.15,2.74
2025-02-07,Wireless Mouse,Electronics,Central,4,58.57,234.28,124.11
2025-02-07,Ballpoint Pens (Pack),Stationery,North,2,4.19,8.38,5.29
2025-02-07,Office Chair,Furniture,West,1,167.78,167.78,113.52
2025-02-07,Mechanical Keyboard,Electronics,East,2,56.1,112.2,65.38
2025-02-07,Coffee Mug,Home & Kitchen,West,6,12.24,73.44,49.29
2025-02-07,Wireless Mouse,Electronics,South,6,40.56,243.36,128.7
2025-02-07,Wireless Mouse,Electronics,Central,3,33.67,101.01,70.59
2025-02-07,Wireless Mouse,Electronics,West,5,16.93,84.65,45.78
2025-02-08,Water Bottle,Home & Kitchen,Central,8,12.4,99.2,67.23
2025-02-08,Mechanical Keyboard,Electronics,North,1,82.17,82.17,45.8
2025-02-08,Office Chair,Furniture,Central,4,279.38,1117.52,715.56
2025-02-08,Desk Lamp,Furniture,West,1,236.67,236.67,160.35
2025-02-08,Notebook Set,Stationery,East,4,2.07,8.28,5.6
2025-02-08,Wireless Mouse,Electronics,East,4,21.06,84.24,51.84
2025-02-08,USB-C Hub,Electronics,West,7,42.6,298.2,194.9
2025-02-08,Desk Lamp,Furniture,North,2,218.17,436.34,246.83
2025-02-08,Ballpoint Pens (Pack),Stationery,South,1,6.0,6.0,3.61
2025-02-08,Sticky Notes,Stationery,East,1,4.91,4.91,3.14
2025-02-08,Sticky Notes,Stationery,East,2,2.73,5.46,2.9
2025-02-08,Ballpoint Pens (Pack),Stationery,North,2,8.16,16.32,10.69
2025-02-08,Wireless Mouse,Electronics,East,2,36.87,73.74,44.7
2025-02-08,Standing Desk,Furniture,North,1,86.85,86.85,60.24
2025-02-08,Wireless Mouse,Electronics,West,5,81.35,406.75,208.89
2025-02-08,Notebook Set,Stationery,Central,4,8.15,32.6,17.25
2025-02-09,Notebook Set,Stationery,Central,5,12.89,64.45,39.54
2025-02-09,USB-C Hub,Electronics,East,3,104.33,312.99,182.33
2025-02-09,Notebook Set,Stationery,North,8,12.57,100.56,59.88
2025-02-09,Coffee Mug,Home & Kitchen,East,2,9.53,19.06,10.38
2025-02-09,Notebook Set,Stationery,West,5,4.7,23.5,14.94
2025-02-09,Office Chair,Furniture,North,5,340.93,1704.65,1122.41
2025-02-09,Desk Lamp,Furniture,West,2,278.7,557.4,380.83
2025-02-09,Notebook Set,Stationery,South,2,9.53,19.06,12.51
2025-02-09,Office Chair,Furniture,North,3,141.55,424.65,281.37
2025-02-09,Sticky Notes,Stationery,Central,4,2.05,8.2,4.14
2025-02-09,Water Bottle,Home & Kitchen,South,8,13.39,107.12,71.45
2025-02-10,Notebook Set,Stationery,West,7,12.55,87.85,50.75
2025-02-10,USB-C Hub,Electronics,West,6,65.05,390.3,227.41
2025-02-10,Wireless Mouse,Electronics,East,4,116.95,467.8,306.37
2025-02-10,USB-C Hub,Electronics,South,4,107.71,430.84,284.11
2025-02-10,Coffee Mug,Home & Kitchen,Central,3,18.27,54.81,28.49
2025-02-10,Notebook Set,Stationery,South,2,10.13,20.26,13.49
2025-02-10,Notebook Set,Stationery,South,7,10.91,76.37,48.12
2025-02-10,Notebook Set,Stationery,Central,7,13.49,94.43,62.19
2025-02-10,Water Bottle,Home & Kitchen,Central,2,14.85,29.7,19.99
2025-02-10,Desk Lamp,Furniture,South,5,206.04,1030.2,530.57
2025-02-10,Ballpoint Pens (Pack),Stationery,Central,3,10.66,31.98,18.91
2025-02-11,Coffee Mug,Home & Kitchen,West,1,12.67,12.67,7.75
2025-02-11,Wireless Mouse,Electronics,Central,6,107.93,647.58,395.15
2025-02-11,Wireless Mouse,Electronics,East,4,35.2,140.8,96.25
2025-02-11,Ballpoint Pens (Pack),Stationery,South,7,2.91,20.37,12.99
2025-02-11,Notebook Set,Stationery,West,7,10.32,72.24,43.0
2025-02-11,Water Bottle,Home & Kitchen,East,4,8.19,32.76,20.98
2025-02-11,Ballpoint Pens (Pack),Stationery,Central,3,6.35,19.05,10.44
2025-02-11,Mechanical Keyboard,Electronics,South,7,92.17,645.19,450.72
2025-02-11,Mechanical Keyboard,Electronics,East,6,66.09,396.54,233.13
2025-02-11,Mechanical Keyboard,Electronics,East,3,117.17,351.51,244.8
2025-02-11,Standing Desk,Furniture,West,5,133.09,665.45,462.63
2025-02-12,USB-C Hub,Electronics,West,4,90.85,363.4,211.39
2025-02-12,USB-C Hub,Electronics,North,5,101.62,508.1,347.08
2025-02-12,Standing Desk,Furniture,North,2,190.22,380.44,199.11
2025-02-12,Coffee Mug,Home & Kitchen,West,6,27.87,167.22,105.82
2025-02-12,Standing Desk,Furniture,South,5,288.59,1442.95,773.03
2025-02-12,Coffee Mug,Home & Kitchen,North,8,21.55,172.4,87.71
2025-02-12,Water Bottle,Home & Kitchen,North,2,19.37,38.74,22.77
2025-02-12,Office Chair,Furniture,Central,7,212.43,1487.01,982.46
2025-02-12,Sticky Notes,Stationery,Central,7,13.46,94.22,56.55
2025-02-12,Notebook Set,Stationery,South,7,2.79,19.53,11.22
2025-02-12,Standing Desk,Furniture,Central,1,150.53,150.53,96.52
2025-02-12,Coffee Mug,Home & Kitchen,South,7,22.25,155.75,78.85
2025-02-12,Mechanical Keyboard,Electronics,South,7,58.32,408.24,251.92
2025-02-12,Notebook Set,Stationery,North,5,13.79,68.95,35.12
2025-02-12,Mechanical Keyboard,Electronics,West,7,52.34,366.38,252.27
2025-02-12,Office Chair,Furniture,North,1,316.67,316.67,166.59
2025-02-12,Ballpoint Pens (Pack),Stationery,East,3,10.41,31.23,20.08
2025-02-12,Desk Lamp,Furniture,Central,8,299.11,2392.88,1291.34
2025-02-12,Mechanical Keyboard,Electronics,West,7,54.22,379.54,193.25
2025-02-13,Ballpoint Pens (Pack),Stationery,North,7,3.53,24.71,13.41
2025-02-13,Standing Desk,Furniture,North,3,335.64,1006.92,700.56
2025-02-13,Notebook Set,Stationery,East,4,5.99,23.96,13.6
2025-02-13,Notebook Set,Stationery,East,1,5.7,5.7,3.62
2025-02-13,Standing Desk,Furniture,North,2,64.31,128.62,86.88
2025-02-13,Office Chair,Furniture,Central,8,233.86,1870.88,1053.84
2025-02-13,USB-C Hub,Electronics,North,5,90.98,454.9,299.27
2025-02-13,Sticky Notes,Stationery,South,4,7.19,28.76,18.57
2025-02-13,Wireless Mouse,Electronics,South,3,78.33,234.99,153.9
2025-02-13,Office Chair,Furniture,South,3,149.63,448.89,309.62
2025-02-13,Ballpoint Pens (Pack),Stationery,East,1,8.14,8.14,4.5
2025-02-13,Water Bottle,Home & Kitchen,West,5,25.36,126.8,83.83
2025-02-13,Office Chair,Furniture,East,2,62.95,125.9,79.55
2025-02-13,Mechanical Keyboard,Electronics,North,1,77.63,77.63,48.34
2025-02-14,USB-C Hub,Electronics,Central,4,21.93,87.72,46.08
2025-02-14,Desk Lamp,Furniture,Central,6,196.25,1177.5,792.84
2025-02-14,USB-C Hub,Electronics,East,2,15.19,30.38,15.73
2025-02-14,Sticky Notes,Stationery,East,4,13.6,54.4,28.47
2025-02-14,USB-C Hub,Electronics,South,5,36.48,182.4,116.44
2025-02-14,Sticky Notes,Stationery,North,7,14.22,99.54,56.32
2025-02-14,Water Bottle,Home & Kitchen,East,4,22.43,89.72,49.7
2025-02-14,Desk Lamp,Furniture,Central,1,120.69,120.69,64.11
2025-02-14,USB-C Hub,Electronics,North,2,98.39,196.78,136.65
2025-02-14,Sticky Notes,Stationery,North,6,14.67,88.02,47.84
2025-02-14,Ballpoint Pens (Pack),Stationery,West,1,2.37,2.37,1.36
2025-02-14,Water Bottle,Home & Kitchen,North,7,17.76,124.32,66.62
2025-02-14,Standing Desk,Furniture,South,3,191.37,574.11,356.68
2025-02-14,Wireless Mouse,Electronics,East,8,19.21,153.68,96.54
2025-02-14,Ballpoint Pens (Pack),Stationery,Central,8,11.1,88.8,55.42
2025-02-14,Coffee Mug,Home & Kitchen,West,4,14.61,58.44,32.46
2025-02-14,Mechanical Keyboard,Electronics,Central,4,118.09,472.36,289.91
2025-02-15,Sticky Notes,Stationery,South,7,2.23,15.61,10.67
2025-02-15,Mechanical Keyboard,Electronics,East,6,32.42,194.52,129.6
2025-02-15,Ballpoint Pens (Pack),Stationery,North,6,4.51,27.06,18.81
2025-02-15,Ballpoint Pens (Pack),Stationery,Central,4,10.33,41.32,23.38
2025-02-15,Notebook Set,Stationery,North,7,6.93,48.51,25.64
2025-02-15,Wireless Mouse,Electronics,North,1,33.01,33.01,20.22
2025-02-15,Sticky Notes,Stationery,West,1,10.27,10.27,5.6
2025-02-15,Water Bottle,Home & Kitchen,North,7,27.81,194.67,131.87
2025-02-15,Notebook Set,Stationery,Central,4,10.24,40.96,26.08
2025-02-15,Ballpoint Pens (Pack),Stationery,East,7,13.84,96.88,57.66
2025-02-15,Office Chair,Furniture,North,2,160.89,321.78,174.17
2025-02-15,Ballpoint Pens (Pack),Stationery,South,1,4.51,4.51,3.03
2025-02-15,Standing Desk,Furniture,East,5,291.79,1458.95,921.99
2025-02-15,Desk Lamp,Furniture,Central,7,136.18,953.26,660.77
2025-02-16,USB-C Hub,Electronics,West,8,113.83,910.64,496.94
2025-02-16,Water Bottle,Home & Kitchen,West,6,10.42,62.52,38.03
2025-02-16,Desk Lamp,Furniture,North,2,331.93,663.86,392.07
2025-02-16,Wireless Mouse,Electronics,West,6,75.8,454.8,266.48
2025-02-16,Mechanical Keyboard,Electronics,Central,7,99.63,697.41,483.81
2025-02-16,Desk Lamp,Furniture,North,5,348.49,1742.45,935.82
2025-02-16,Water Bottle,Home & Kitchen,East,6,17.22,103.32,64.93
2025-02-16,Notebook Set,Stationery,East,8,9.64,77.12,53.59
2025-02-17,Mechanical Keyboard,Electronics,North,6,15.29,91.74,60.58
2025-02-17,USB-C Hub,Electronics,South,4,20.72,82.88,53.09
2025-02-17,Mechanical Keyboard,Electronics,East,8,81.83,654.64,451.8
2025-02-17,Desk Lamp,Furniture,South,8,302.25,2418.0,1632.25
2025-02-17,Standing Desk,Furniture,South,1,265.71,265.71,155.06
2025-02-17,Coffee Mug,Home & Kitchen,South,1,15.74,15.74,8.05
2025-02-17,Mechanical Keyboard,Electronics,North,7,56.8,397.6,267.99
2025-02-17,Wireless Mouse,Electronics,East,1,43.27,43.27,29.03
2025-02-17,Ballpoint Pens (Pack),Stationery,West,7,9.48,66.36,39.06
2025-02-17,Coffee Mug,Home & Kitchen,Central,7,17.24,120.68,62.01
2025-02-17,USB-C Hub,Electronics,South,4,16.93,67.72,43.51
2025-02-17,Ballpoint Pens (Pack),Stationery,Central,3,6.53,19.59,11.88
2025-02-17,Notebook Set,Stationery,Central,7,5.3,37.1,25.52
2025-02-17,Office Chair,Furniture,North,1,187.68,187.68,124.41
2025-02-17,Coffee Mug,Home & Kitchen,East,1,25.64,25.64,13.93
2025-02-17,Ballpoint Pens (Pack),Stationery,South,2,7.8,15.6,10.82
2025-02-18,Standing Desk,Furniture,North,3,112.93,338.79,190.3
2025-02-18,Coffee Mug,Home & Kitchen,North,4,20.49,81.96,51.96
2025-02-18,USB-C Hub,Electronics,South,2,54.24,108.48,65.93
2025-02-18,Office Chair,Furniture,North,2,208.67,417.34,276.04
2025-02-18,Wireless Mouse,Electronics,North,5,109.78,548.9,305.34
2025-02-18,Standing Desk,Furniture,North,6,218.44,1310.64,713.71
2025-02-18,Standing Desk,Furniture,South,8,317.12,2536.96,1764.22
2025-02-18,Coffee Mug,Home & Kitchen,South,7,21.72,152.04,101.68
2025-02-18,Notebook Set,Stationery,North,7,13.6,95.2,53.47
2025-02-18,Mechanical Keyboard,Electronics,West,7,106.46,745.22,474.68
2025-02-18,Coffee Mug,Home & Kitchen,East,3,9.1,27.3,18.94
2025-02-19,Desk Lamp,Furniture,Central,6,141.24,847.44,533.47
2025-02-19,Ballpoint Pens (Pack),Stationery,Central,6,14.98,89.88,46.0
2025-02-19,Mechanical Keyboard,Electronics,East,2,93.37,186.74,115.39
2025-02-19,Coffee Mug,Home & Kitchen,West,3,21.94,65.82,39.07
2025-02-19,Standing Desk,Furniture,North,5,304.41,1522.05,816.17
2025-02-19,Desk Lamp,Furniture,North,1,99.52,99.52,53.98
2025-02-19,Coffee Mug,Home & Kitchen,South,3,18.42,55.26,33.5
2025-02-19,Coffee Mug,Home & Kitchen,East,3,24.36,73.08,47.38
2025-02-19,Standing Desk,Furniture,South,5,288.47,1442.35,722.38
2025-02-19,Mechanical Keyboard,Electronics,East,6,65.12,390.72,224.32
2025-02-19,Mechanical Keyboard,Electronics,South,6,118.18,709.08,383.58
2025-02-19,Desk Lamp,Furniture,North,4,130.24,520.96,345.48
2025-02-19,USB-C Hub,Electronics,South,3,44.27,132.81,81.52
2025-02-19,Ballpoint Pens (Pack),Stationery,Central,7,9.17,64.19,43.48
2025-02-19,Desk Lamp,Furniture,North,1,135.12,135.12,87.03
2025-02-19,Wireless Mouse,Electronics,East,3,79.38,238.14,126.65
2025-02-19,Notebook Set,Stationery,South,6,11.73,70.38,47.4
2025-02-20,Ballpoint Pens (Pack),Stationery,North,7,10.32,72.24,49.87
2025-02-20,Office Chair,Furniture,West,1,166.49,166.49,87.77
2025-02-20,USB-C Hub,Electronics,South,2,117.06,234.12,121.01
2025-02-20,Office Chair,Furniture,South,8,346.58,2772.64,1439.25
2025-02-20,Standing Desk,Furniture,West,8,279.56,2236.48,1429.82
2025-02-20,Notebook Set,Stationery,South,8,14.84,118.72,70.58
2025-02-20,Sticky Notes,Stationery,North,6,14.16,84.96,59.41
2025-02-21,USB-C Hub,Electronics,South,4,118.37,473.48,279.63
2025-02-21,Desk Lamp,Furniture,South,8,172.79,1382.32,734.99
2025-02-21,Desk Lamp,Furniture,West,3,104.43,313.29,169.52
2025-02-21,Standing Desk,Furniture,West,5,291.99,1459.95,944.24
2025-02-21,Mechanical Keyboard,Electronics,South,1,61.99,61.99,42.35
2025-02-21,Notebook Set,Stationery,Central,4,2.97,11.88,7.5
2025-02-21,Sticky Notes,Stationery,South,3,3.89,11.67,8.17
2025-02-21,Notebook Set,Stationery,North,5,6.85,34.25,22.6
2025-02-21,Wireless Mouse,Electronics,South,7,83.35,583.45,367.73
2025-02-21,Water Bottle,Home & Kitchen,West,3,21.5,64.5,33.2
2025-02-21,Office Chair,Furniture,East,3,218.43,655.29,327.86
2025-02-21,Sticky Notes,Stationery,Central,7,3.19,22.33,13.22
2025-02-21,Standing Desk,Furniture,Central,3,119.26,357.78,248.53
2025-02-21,Sticky Notes,Stationery,North,6,5.72,34.32,19.03
2025-02-22,Ballpoint Pens (Pack),Stationery,South,2,13.17,26.34,15.77
2025-02-22,Ballpoint Pens (Pack),Stationery,West,4,4.91,19.64,12.63
2025-02-22,Mechanical Keyboard,Electronics,Central,1,99.11,99.11,50.48
2025-02-22,Coffee Mug,Home & Kitchen,West,8,25.32,202.56,108.43
2025-02-22,Sticky Notes,Stationery,North,1,11.71,11.71,6.24
2025-02-22,Mechanical Keyboard,Electronics,South,2,27.92,55.84,31.37
2025-02-22,Wireless Mouse,Electronics,South,1,28.77,28.77,15.04
2025-02-22,Wireless Mouse,Electronics,East,3,88.84,266.52,162.28
2025-02-22,Mechanical Keyboard,Electronics,North,6,79.16,474.96,262.34
2025-02-22,Notebook Set,Stationery,East,3,7.15,21.45,13.15
2025-02-22,Wireless Mouse,Electronics,Central,6,38.65,231.9,119.17
2025-02-22,Coffee Mug,Home & Kitchen,South,6,11.43,68.58,41.74
2025-02-23,Wireless Mouse,Electronics,North,4,84.56,338.24,213.27
2025-02-23,Sticky Notes,Stationery,North,5,11.82,59.1,34.13
2025-02-23,Office Chair,Furniture,West,1,203.65,203.65,127.6
2025-02-23,Standing Desk,Furniture,East,1,225.71,225.71,150.89
2025-02-23,Office Chair,Furniture,East,4,119.97,479.88,308.11
2025-02-24,Notebook Set,Stationery,South,6,12.96,77.76,44.76
2025-02-24,Mechanical Keyboard,Electronics,West,4,18.73,74.92,51.66
2025-02-24,Mechanical Keyboard,Electronics,South,4,84.04,336.16,226.23
2025-02-24,Coffee Mug,Home & Kitchen,South,5,26.53,132.65,75.29
2025-02-24,Water Bottle,Home & Kitchen,West,7,25.5,178.5,97.29
2025-02-24,Sticky Notes,Stationery,East,8,3.32,26.56,15.96
2025-02-24,Wireless Mouse,Electronics,North,5,25.71,128.55,66.65
2025-02-24,Standing Desk,Furniture,West,4,137.72,550.88,361.55
2025-02-24,Office Chair,Furniture,Central,5,322.17,1610.85,970.01
2025-02-24,Water Bottle,Home & Kitchen,East,7,10.15,71.05,37.02
2025-02-24,Water Bottle,Home & Kitchen,Central,1,29.51,29.51,15.38
2025-02-24,Sticky Notes,Stationery,Central,1,9.72,9.72,6.35
2025-02-24,Wireless Mouse,Electronics,West,6,27.6,165.6,109.78
2025-02-24,Ballpoint Pens (Pack),Stationery,West,6,3.22,19.32,10.28
2025-02-24,USB-C Hub,Electronics,Central,5,119.12,595.6,361.88
2025-02-24,Water Bottle,Home & Kitchen,Central,8,8.08,64.64,43.25
2025-02-24,Sticky Notes,Stationery,West,2,6.98,13.96,7.62
2025-02-24,Ballpoint Pens (Pack),Stationery,West,5,3.85,19.25,12.94
2025-02-25,Ballpoint Pens (Pack),Stationery,North,8,2.84,22.72,14.0
2025-02-25,Desk Lamp,Furniture,North,1,242.16,242.16,155.9
2025-02-25,Desk Lamp,Furniture,East,8,151.39,1211.12,802.11
2025-02-25,USB-C Hub,Electronics,Central,5,36.33,181.65,91.73
2025-02-25,Sticky Notes,Stationery,South,5,3.51,17.55,11.11
2025-02-25,Ballpoint Pens (Pack),Stationery,North,3,7.72,23.16,11.85
2025-02-25,Notebook Set,Stationery,North,3,6.2,18.6,11.76
2025-02-25,Mechanical Keyboard,Electronics,South,5,93.02,465.1,235.17
2025-02-25,Coffee Mug,Home & Kitchen,East,5,8.69,43.45,25.1
2025-02-25,Ballpoint Pens (Pack),Stationery,Central,1,9.21,9.21,5.43
2025-02-25,Coffee Mug,Home & Kitchen,South,4,21.87,87.48,45.55
2025-02-25,Sticky Notes,Stationery,South,7,7.64,53.48,35.43
2025-02-25,Notebook Set,Stationery,East,7,14.25,99.75,55.06
2025-02-25,Sticky Notes,Stationery,East,7,9.22,64.54,33.02
2025-02-25,Water Bottle,Home & Kitchen,North,5,20.77,103.85,55.15
2025-02-25,Ballpoint Pens (Pack),Stationery,North,3,3.88,11.64,6.6
2025-02-25,Mechanical Keyboard,Electronics,East,4,70.51,282.04,141.65
2025-02-25,USB-C Hub,Electronics,Central,7,50.42,352.94,237.25
2025-02-25,Coffee Mug,Home & Kitchen,Central,1,25.81,25.81,16.89
2025-02-25,Wireless Mouse,Electronics,East,4,16.59,66.36,42.08
2025-02-26,Office Chair,Furniture,North,4,212.92,851.68,534.4
2025-02-26,Ballpoint Pens (Pack),Stationery,West,3,9.56,28.68,18.55
2025-02-26,Desk Lamp,Furniture,North,8,227.81,1822.48,1088.03
2025-02-26,Standing Desk,Furniture,East,5,186.58,932.9,632.44
2025-02-26,Office Chair,Furniture,Central,8,196.54,1572.32,822.78
2025-02-26,Water Bottle,Home & Kitchen,East,6,28.12,168.72,105.45
2025-02-26,Coffee Mug,Home & Kitchen,West,3,12.81,38.43,26.62
2025-02-26,Office Chair,Furniture,West,1,309.9,309.9,216.2
2025-02-26,Desk Lamp,Furniture,West,7,258.14,1806.98,999.46
2025-02-26,Water Bottle,Home & Kitchen,South,5,22.34,111.7,61.0
2025-02-26,Coffee Mug,Home & Kitchen,Central,8,21.93,175.44,102.86
2025-02-26,Desk Lamp,Furniture,North,2,62.16,124.32,68.07
2025-02-26,Office Chair,Furniture,West,5,122.36,611.8,332.56
2025-02-26,Mechanical Keyboard,Electronics,Central,5,35.24,176.2,113.32
2025-02-26,Notebook Set,Stationery,Central,3,11.63,34.89,20.11
2025-02-27,USB-C Hub,Electronics,North,8,36.52,292.16,159.46
2025-02-27,Desk Lamp,Furniture,East,2,339.61,679.22,396.33
2025-02-27,Standing Desk,Furniture,West,4,88.34,353.36,218.55
2025-02-27,Notebook Set,Stationery,West,4,2.18,8.72,5.27
2025-02-27,Coffee Mug,Home & Kitchen,East,4,22.69,90.76,53.98
2025-02-27,Mechanical Keyboard,Electronics,West,6,109.71,658.26,418.37
2025-02-27,Standing Desk,Furniture,North,1,254.59,254.59,168.36
2025-02-27,USB-C Hub,Electronics,Central,3,60.38,181.14,124.17
2025-02-27,Sticky Notes,Stationery,West,4,4.62,18.48,9.96
2025-02-27,Mechanical Keyboard,Electronics,Central,2,34.95,69.9,37.77
2025-02-27,Wireless Mouse,Electronics,East,6,15.71,94.26,61.97
2025-02-27,Office Chair,Furniture,East,2,176.53,353.06,189.59
2025-02-27,Ballpoint Pens (Pack),Stationery,South,7,13.41,93.87,55.85
2025-02-27,USB-C Hub,Electronics,South,8,100.03,800.24,455.39
2025-02-27,Office Chair,Furniture,Central,3,206.12,618.36,320.11
2025-02-27,Notebook Set,Stationery,West,2,5.18,10.36,7.07
2025-02-27,Ballpoint Pens (Pack),Stationery,Central,8,8.41,67.28,33.83
2025-02-27,USB-C Hub,Electronics,West,5,70.73,353.65,218.39
2025-02-27,Notebook Set,Stationery,West,2,5.16,10.32,5.62
2025-02-27,Water Bottle,Home & Kitchen,Central,6,29.9,179.4,117.58
2025-02-28,USB-C Hub,Electronics,South,8,82.86,662.88,364.57
2025-02-28,Desk Lamp,Furniture,South,7,271.45,1900.15,1016.33
2025-02-28,Ballpoint Pens (Pack),Stationery,South,5,13.18,65.9,38.64
2025-02-28,Water Bottle,Home & Kitchen,South,4,20.16,80.64,41.36
2025-02-28,Coffee Mug,Home & Kitchen,East,7,29.64,207.48,138.96
2025-02-28,Sticky Notes,Stationery,North,5,14.8,74.0,37.55
2025-02-28,Sticky Notes,Stationery,South,7,6.0,42.0,22.56
2025-02-28,Ballpoint Pens (Pack),Stationery,Central,7,4.88,34.16,22.53
2025-02-28,Ballpoint Pens (Pack),Stationery,West,1,4.45,4.45,2.84
2025-02-28,Water Bottle,Home & Kitchen,North,4,17.39,69.56,45.53
2025-02-28,Standing Desk,Furniture,North,7,132.79,929.53,539.99
2025-02-28,Office Chair,Furniture,South,8,301.51,2412.08,1621.22
2025-02-28,Standing Desk,Furniture,East,4,191.34,765.36,438.12
2025-02-28,USB-C Hub,Electronics,Central,5,116.28,581.4,369.9
2025-02-28,Sticky Notes,Stationery,South,8,9.35,74.8,48.75
2025-02-28,Notebook Set,Stationery,North,5,2.06,10.3,6.9
2025-02-28,Ballpoint Pens (Pack),Stationery,North,3,8.72,26.16,17.21
2025-02-28,Coffee Mug,Home & Kitchen,Central,2,29.18,58.36,34.29
2025-03-01,Notebook Set,Stationery,South,3,12.84,38.52,25.57
2025-03-01,Wireless Mouse,Electronics,East,4,66.54,266.16,176.84
2025-03-01,Wireless Mouse,Electronics,Central,7,48.48,339.36,227.59
2025-03-01,Coffee Mug,Home & Kitchen,Central,8,23.96,191.68,115.1
2025-03-01,Coffee Mug,Home & Kitchen,South,2,22.88,45.76,30.15
2025-03-01,Coffee Mug,Home & Kitchen,East,3,16.88,50.64,29.86
2025-03-01,Desk Lamp,Furniture,East,8,169.63,1357.04,942.48
2025-03-01,Water Bottle,Home & Kitchen,West,1,15.42,15.42,8.68
2025-03-01,Office Chair,Furniture,Central,5,225.95,1129.75,662.39
2025-03-01,Notebook Set,Stationery,North,7,13.2,92.4,49.78
2025-03-01,Mechanical Keyboard,Electronics,West,7,57.62,403.34,231.88
2025-03-01,Coffee Mug,Home & Kitchen,West,2,23.19,46.38,31.34
2025-03-01,Notebook Set,Stationery,Central,8,12.3,98.4,64.65
2025-03-02,Notebook Set,Stationery,Central,4,7.43,29.72,16.26
2025-03-02,Sticky Notes,Stationery,Central,3,11.16,33.48,20.68
2025-03-02,Notebook Set,Stationery,North,2,8.73,17.46,9.11
2025-03-02,Water Bottle,Home & Kitchen,North,4,17.79,71.16,40.33
2025-03-02,USB-C Hub,Electronics,West,2,110.32,220.64,148.53
2025-03-02,USB-C Hub,Electronics,Central,4,107.31,429.24,295.64
2025-03-02,Mechanical Keyboard,Electronics,South,2,98.06,196.12,130.67
2025-03-02,Coffee Mug,Home & Kitchen,Central,1,16.52,16.52,11.07
2025-03-02,Sticky Notes,Stationery,West,3,10.33,30.99,17.65
2025-03-02,Sticky Notes,Stationery,South,8,6.81,54.48,27.81
2025-03-02,Mechanical Keyboard,Electronics,South,7,66.0,462.0,264.38
2025-03-02,Coffee Mug,Home & Kitchen,South,3,16.43,49.29,26.8
2025-03-03,Mechanical Keyboard,Electronics,Central,7,64.52,451.64,298.9
2025-03-03,Wireless Mouse,Electronics,Central,5,50.12,250.6,156.6
2025-03-03,Standing Desk,Furniture,East,4,273.66,1094.64,645.15
2025-03-03,Coffee Mug,Home & Kitchen,East,2,24.86,49.72,30.04
2025-03-03,Sticky Notes,Stationery,Central,7,11.96,83.72,45.74
2025-03-03,Mechanical Keyboard,Electronics,East,2,71.62,143.24,97.38
2025-03-03,Standing Desk,Furniture,Central,1,289.09,289.09,171.03
2025-03-03,Ballpoint Pens (Pack),Stationery,South,6,3.96,23.76,12.18
2025-03-03,Coffee Mug,Home & Kitchen,East,5,14.1,70.5,36.02
2025-03-03,Desk Lamp,Furniture,North,4,330.16,1320.64,778.87
2025-03-03,USB-C Hub,Electronics,Central,1,38.98,38.98,20.39
2025-03-03,Wireless Mouse,Electronics,Central,6,71.17,427.02,244.1
2025-03-03,Mechanical Keyboard,Electronics,South,4,102.99,411.96,285.77
2025-03-03,Ballpoint Pens (Pack),Stationery,Central,8,10.79,86.32,47.39
2025-03-03,Ballpoint Pens (Pack),Stationery,West,2,7.28,14.56,9.51
2025-03-03,Sticky Notes,Stationery,West,2,4.94,9.88,5.35
2025-03-04,Sticky Notes,Stationery,North,4,11.67,46.68,26.17
2025-03-04,Coffee Mug,Home & Kitchen,Central,7,16.06,112.42,74.76
2025-03-04,Coffee Mug,Home & Kitchen,West,8,13.92,111.36,76.96
2025-03-04,Office Chair,Furniture,East,6,98.27,589.62,300.52
2025-03-04,Sticky Notes,Stationery,North,2,10.0,20.0,13.67
2025-03-04,USB-C Hub,Electronics,Central,1,111.3,111.3,63.56
2025-03-04,Notebook Set,Stationery,East,1,8.82,8.82,5.47
2025-03-04,Wireless Mouse,Electronics,North,3,107.04,321.12,212.33
2025-03-04,Wireless Mouse,Electronics,East,2,112.42,224.84,143.68
2025-03-04,USB-C Hub,Electronics,West,7,69.31,485.17,289.2
2025-03-04,Coffee Mug,Home & Kitchen,South,4,26.51,106.04,59.61
2025-03-04,USB-C Hub,Electronics,North,2,72.9,145.8,83.93
2025-03-04,Notebook Set,Stationery,South,6,2.85,17.1,10.38
2025-03-04,Mechanical Keyboard,Electronics,West,4,85.18,340.72,187.78
2025-03-04,Notebook Set,Stationery,East,6,3.66,21.96,11.25
2025-03-04,Sticky Notes,Stationery,East,7,5.38,37.66,19.4
2025-03-04,Coffee Mug,Home & Kitchen,Central,3,27.64,82.92,52.73
2025-03-04,Desk Lamp,Furniture,South,6,245.78,1474.68,948.24
2025-03-04,Notebook Set,Stationery,South,7,8.45,59.15,30.58
2025-03-04,Office Chair,Furniture,Central,5,191.84,959.2,621.36
2025-03-04,Standing Desk,Furniture,North,8,239.35,1914.8,964.47
2025-03-05,Sticky Notes,Stationery,South,5,14.14,70.7,41.26
2025-03-05,Desk Lamp,Furniture,North,3,238.88,716.64,373.89
2025-03-05,Coffee Mug,Home & Kitchen,East,8,25.39,203.12,110.99
2025-03-05,Desk Lamp,Furniture,Central,5,126.09,630.45,349.45
